Country,hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,iso_code,market_segment,distribution_channel,previous_cancellations,customer_type,adr
Portugal,"Resort Hotel",0,2016,April,1,0,2,1,0,0,PRT,Direct,Direct,0,Transient,75
Portugal,"Resort Hotel",0,2016,July,14,0,3,1,0,0,PRT,Direct,Direct,0,Transient,152
Portugal,"Resort Hotel",0,2015,July,5,2,3,2,1,0,PRT,Direct,Undefined,0,Transient,113
Portugal,"Resort Hotel",0,2015,July,9,0,3,2,0,0,PRT,Direct,Direct,0,Transient-Party,135
Others,"Resort Hotel",0,2015,July,9,0,3,3,0,0,unknown,Direct,Direct,0,Transient-Party,181
Portugal,"Resort Hotel",0,2016,August,30,0,2,2,0,0,PRT,Direct,Direct,0,Transient,191
Portugal,"Resort Hotel",0,2016,July,28,1,3,2,0,0,PRT,Direct,Direct,0,Transient,288
Others,"Resort Hotel",0,2016,March,8,0,2,1,0,0,unknown,Corporate,Corporate,0,Transient,27
Portugal,"Resort Hotel",0,2017,July,2,2,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,175
Portugal,"Resort Hotel",0,2016,March,16,0,1,1,0,0,PRT,Direct,Direct,0,Transient,46
Portugal,"Resort Hotel",0,2017,August,12,0,1,2,0,0,PRT,Direct,Direct,0,Transient,275
Portugal,"Resort Hotel",0,2017,August,13,2,0,2,0,0,PRT,Direct,Direct,0,Transient,367
Others,"Resort Hotel",0,2016,November,25,2,3,2,0,0,unknown,"Online TA",TA/TO,0,Transient,66
Others,"Resort Hotel",0,2017,January,27,2,2,2,0,0,unknown,Direct,TA/TO,0,Transient,77
Portugal,"Resort Hotel",0,2017,May,11,0,3,2,0,0,PRT,Direct,TA/TO,0,Transient,154
Portugal,"Resort Hotel",0,2015,July,20,1,4,2,0,0,PRT,Corporate,Corporate,0,Transient,152
Portugal,"Resort Hotel",0,2016,February,3,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,30
Portugal,"Resort Hotel",0,2016,February,4,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,30
Portugal,"Resort Hotel",0,2016,June,17,0,0,1,0,0,PRT,Corporate,Corporate,0,Transient,0
Portugal,"Resort Hotel",0,2017,April,24,1,0,2,0,0,PRT,Corporate,Corporate,0,Transient,72
Others,"Resort Hotel",0,2016,July,27,1,4,2,0,1,unknown,Direct,Direct,0,Transient,165
Portugal,"Resort Hotel",0,2017,August,11,2,5,2,0,0,PRT,Direct,Direct,0,Transient,239
Portugal,"Resort Hotel",0,2015,July,24,2,6,2,0,0,PRT,Direct,TA/TO,0,Transient,154
Others,"Resort Hotel",0,2016,August,20,2,3,2,1,0,unknown,"Offline TA/TO",TA/TO,0,Transient,143
Portugal,"Resort Hotel",0,2017,August,2,0,1,2,1,0,PRT,Direct,Direct,0,Transient,180
Others,"Resort Hotel",0,2016,December,10,0,1,2,0,0,unknown,Direct,Direct,0,Transient,61
Portugal,"Resort Hotel",0,2016,August,13,4,6,2,1,0,PRT,"Offline TA/TO",TA/TO,0,Transient,230
Portugal,"Resort Hotel",0,2015,August,18,0,4,2,2,0,PRT,"Online TA",TA/TO,0,Transient,217
Portugal,"Resort Hotel",0,2017,August,11,2,2,2,1,0,PRT,Direct,Direct,0,Transient-Party,251
Portugal,"Resort Hotel",0,2017,August,11,2,2,2,0,0,PRT,Direct,Direct,0,Transient-Party,226
Others,"Resort Hotel",0,2015,August,10,3,10,2,0,0,unknown,Direct,Direct,0,Transient-Party,148
Portugal,"Resort Hotel",0,2016,August,7,4,8,2,0,0,PRT,Direct,Direct,0,Transient-Party,232
Portugal,"Resort Hotel",0,2017,August,6,4,10,2,0,0,PRT,Direct,Direct,0,Transient,201
Others,"Resort Hotel",0,2017,April,17,1,0,1,0,0,unknown,"Online TA",TA/TO,0,Transient-Party,72
Others,"Resort Hotel",0,2016,April,10,1,0,1,0,0,unknown,Corporate,Direct,0,Transient-Party,6
Others,"Resort Hotel",1,2016,July,27,1,4,2,0,0,unknown,Direct,Direct,1,Transient,209
"United Kingdom","Resort Hotel",0,2016,August,21,4,10,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,70
Others,"Resort Hotel",0,2016,March,15,0,5,2,0,0,unknown,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",0,2015,September,1,0,4,2,1,0,PRT,Direct,Direct,0,Transient,143
Others,"Resort Hotel",0,2016,September,3,4,6,2,0,0,unknown,Direct,Direct,0,Transient,166
Portugal,"Resort Hotel",0,2015,September,1,2,8,2,0,0,PRT,Direct,Direct,0,Transient,126
Portugal,"Resort Hotel",0,2016,May,4,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,70
"United Kingdom","Resort Hotel",0,2016,September,10,4,10,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,65
Portugal,"Resort Hotel",0,2015,November,24,0,2,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,45
Portugal,"Resort Hotel",0,2016,February,4,0,1,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,46
Portugal,"Resort Hotel",0,2016,October,26,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,72
Portugal,"Resort Hotel",0,2016,November,21,1,0,1,0,0,PRT,"Online TA",TA/TO,0,Transient,34
Others,"Resort Hotel",0,2016,December,19,1,0,1,0,0,unknown,"Online TA",TA/TO,0,Transient,34
Portugal,"Resort Hotel",0,2017,January,30,1,1,1,0,0,PRT,"Online TA",TA/TO,0,Group,34
Portugal,"Resort Hotel",0,2017,May,24,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,60
Portugal,"Resort Hotel",0,2016,October,18,0,2,1,0,0,PRT,"Online TA",Direct,0,Transient,62
Portugal,"Resort Hotel",0,2015,September,7,1,0,1,0,0,PRT,Direct,Direct,0,Transient,109
Portugal,"Resort Hotel",1,2015,July,2,4,10,2,0,0,PRT,"Offline TA/TO",TA/TO,1,Contract,68
Ireland,"Resort Hotel",0,2016,September,17,2,5,2,0,0,IRL,"Offline TA/TO",TA/TO,0,Transient,70
Switzerland,"Resort Hotel",0,2016,September,11,2,1,2,0,0,CHE,Direct,Direct,0,Transient,160
Spain,"Resort Hotel",0,2017,April,12,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,100
Others,"Resort Hotel",0,2016,September,21,0,3,2,0,0,unknown,Direct,Direct,0,Transient,152
Others,"Resort Hotel",0,2016,December,23,1,2,1,0,0,unknown,Direct,Direct,0,Transient-Party,56
Ireland,"Resort Hotel",0,2015,September,24,2,4,2,0,0,IRL,"Offline TA/TO",TA/TO,0,Transient-Party,36
Others,"Resort Hotel",0,2015,September,24,2,4,1,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient-Party,34
Ireland,"Resort Hotel",0,2015,September,24,2,4,2,0,0,IRL,"Offline TA/TO",TA/TO,0,Transient-Party,45
Others,"Resort Hotel",0,2015,September,24,2,4,1,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient-Party,34
Ireland,"Resort Hotel",0,2016,September,29,2,4,1,0,0,IRL,Groups,TA/TO,0,Group,65
Others,"Resort Hotel",0,2015,September,24,2,4,1,0,0,unknown,"Offline TA/TO",TA/TO,0,Transient-Party,36
Germany,"Resort Hotel",0,2015,September,6,7,15,2,0,0,DEU,Direct,Direct,0,Transient,82
Germany,"Resort Hotel",0,2016,September,5,6,15,2,0,0,DEU,Direct,Direct,0,Transient,88
Others,"Resort Hotel",0,2015,October,28,0,2,2,0,0,unknown,Direct,Direct,0,Transient,56
Others,"Resort Hotel",0,2016,December,16,0,2,2,0,0,unknown,"Online TA",TA/TO,0,Transient,48
Portugal,"Resort Hotel",0,2015,July,6,2,5,2,0,0,PRT,Direct,Direct,0,Transient,110
Portugal,"Resort Hotel",0,2017,May,22,1,0,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,60
Portugal,"Resort Hotel",0,2016,January,6,0,1,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,30
Germany,"Resort Hotel",0,2016,September,17,8,20,2,0,0,DEU,"Online TA",TA/TO,0,Transient,68
Others,"Resort Hotel",0,2016,October,16,1,0,1,0,0,unknown,Corporate,Corporate,0,Transient,48
Others,"Resort Hotel",0,2017,March,30,0,1,1,0,0,unknown,Corporate,Corporate,0,Transient,35
Portugal,"Resort Hotel",0,2017,July,11,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,142
Others,"Resort Hotel",0,2016,October,16,1,0,1,0,0,unknown,Corporate,Corporate,0,Transient,42
Others,"Resort Hotel",0,2017,February,16,0,1,1,0,0,unknown,Direct,Direct,0,Transient,50
Portugal,"Resort Hotel",0,2017,May,15,1,0,1,0,0,PRT,Direct,Direct,0,Transient,47
Others,"Resort Hotel",0,2016,February,4,0,1,1,0,0,unknown,Corporate,Corporate,0,Transient,39
Others,"Resort Hotel",0,2016,April,1,0,1,1,0,0,unknown,Corporate,Corporate,0,Transient,45
Others,"Resort Hotel",0,2016,October,29,1,1,2,0,0,unknown,Direct,Direct,0,Transient,38
Portugal,"Resort Hotel",0,2015,October,30,1,2,2,0,0,PRT,Groups,Direct,0,Transient,36
Portugal,"Resort Hotel",0,2016,October,28,2,2,2,0,0,PRT,Groups,Direct,0,Transient,38
Portugal,"Resort Hotel",0,2017,January,19,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,35
Portugal,"Resort Hotel",0,2015,October,26,1,0,1,0,0,PRT,Direct,Direct,0,Transient,35
Portugal,"Resort Hotel",0,2015,November,26,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,38
Portugal,"Resort Hotel",0,2016,November,24,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,44
Portugal,"Resort Hotel",0,2017,April,18,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,74
Portugal,"Resort Hotel",1,2015,December,22,0,1,2,0,0,PRT,"Online TA",TA/TO,1,Transient,36
Portugal,"Resort Hotel",1,2015,July,22,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,1,Contract,91
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,2,0,0,GBR,Groups,Corporate,1,Transient,40
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
"United Kingdom","Resort Hotel",1,2015,September,17,0,3,1,0,0,GBR,Groups,Corporate,1,Transient,33
Portugal,"Resort Hotel",1,2015,September,15,8,20,2,0,0,PRT,"Online TA",TA/TO,1,Transient,60
Portugal,"Resort Hotel",1,2015,September,20,2,4,2,0,0,PRT,Direct,Direct,1,Transient,74
Portugal,"Resort Hotel",1,2015,August,4,0,5,2,0,0,PRT,Direct,Direct,2,Transient,186
Portugal,"Resort Hotel",1,2015,August,4,0,5,2,0,0,PRT,Direct,Direct,2,Transient,186
Portugal,"Resort Hotel",1,2015,August,8,2,5,2,2,0,PRT,"Online TA",TA/TO,1,Transient,244
Portugal,"Resort Hotel",1,2015,August,4,0,5,2,0,0,PRT,"Online TA",TA/TO,1,Transient,66
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,1,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,October,4,2,0,2,0,0,PRT,"Offline TA/TO",TA/TO,26,Transient,50
Portugal,"Resort Hotel",1,2015,September,15,0,5,3,0,0,PRT,Direct,Direct,1,Transient,80
Portugal,"Resort Hotel",1,2015,September,15,0,5,3,0,0,PRT,Direct,Direct,1,Transient,80
Portugal,"Resort Hotel",1,2015,July,12,2,4,2,0,0,PRT,"Online TA",TA/TO,1,Transient,129
Portugal,"Resort Hotel",1,2015,July,29,2,6,2,0,0,PRT,"Online TA",TA/TO,1,Transient,164
Portugal,"Resort Hotel",1,2015,August,12,0,2,2,0,0,PRT,"Online TA",TA/TO,1,Transient,196
Portugal,"Resort Hotel",1,2015,August,25,0,5,2,0,0,PRT,"Online TA",TA/TO,1,Transient,134
Portugal,"Resort Hotel",1,2015,August,27,0,3,2,0,0,PRT,"Online TA",TA/TO,1,Transient,134
Portugal,"Resort Hotel",1,2015,August,1,2,5,2,2,0,PRT,"Online TA",TA/TO,1,Transient,199
Portugal,"Resort Hotel",1,2015,August,6,2,5,2,0,0,PRT,"Online TA",TA/TO,1,Transient,164
Portugal,"Resort Hotel",1,2015,August,24,1,5,2,0,0,PRT,"Online TA",TA/TO,1,Transient,166
Portugal,"Resort Hotel",1,2015,July,4,2,6,2,0,0,PRT,"Online TA",TA/TO,2,Transient,112
Portugal,"Resort Hotel",1,2015,July,18,2,6,3,0,0,PRT,"Offline TA/TO",TA/TO,2,Transient,189
Portugal,"Resort Hotel",1,2015,September,1,2,8,2,0,0,PRT,"Offline TA/TO",TA/TO,1,Contract,56
Portugal,"Resort Hotel",1,2015,August,9,4,9,2,0,0,PRT,"Online TA",TA/TO,1,Transient,134
Portugal,"Resort Hotel",1,2015,August,8,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,1,Transient,120
Portugal,"Resort Hotel",1,2015,October,20,1,5,3,1,0,PRT,"Online TA",TA/TO,1,Transient,99
Portugal,"Resort Hotel",1,2015,September,2,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,1,Transient,59
Portugal,"Resort Hotel",1,2015,September,17,0,2,2,0,0,PRT,"Online TA",TA/TO,1,Transient,94
Portugal,"Resort Hotel",1,2015,August,16,2,5,2,0,0,PRT,Direct,Direct,1,Transient,131
Portugal,"Resort Hotel",1,2015,August,11,3,10,2,0,0,PRT,"Online TA",TA/TO,1,Transient,134
Portugal,"Resort Hotel",1,2015,July,5,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,1,Transient,82
Portugal,"Resort Hotel",1,2015,July,13,2,5,2,0,0,PRT,Direct,Direct,1,Transient,8
Portugal,"Resort Hotel",1,2015,September,24,1,3,2,2,0,PRT,"Offline TA/TO",TA/TO,1,Contract,108
Portugal,"Resort Hotel",1,2015,September,15,1,5,2,0,0,PRT,Groups,Corporate,1,Transient,50
Portugal,"Resort Hotel",1,2015,September,15,1,5,2,0,0,PRT,Groups,Corporate,25,Transient,50
Portugal,"Resort Hotel",1,2015,September,15,1,5,2,0,0,PRT,Groups,Corporate,25,Transient,50
Portugal,"Resort Hotel",1,2015,September,15,1,5,2,0,0,PRT,Groups,Corporate,25,Transient,50
